SE_above_0.9_unique_values
C0014034
C0014038
C0014118
C0014130
C0014173
C0014175
C0014236
C0014306
C0014335
C0014356
C0014394
C0014412
C0014431
C0014457
C0014488
C0014518
C0014527
C0014534
C0014541
C0014544
C0014550
C0014553
C0014583
C0014591
C0014714
C0014724
C0014733
C0014742
C0014743
C0014745
C0014850
C0014852
C0014858
C0014860
C0014863
C0014866
C0014867
C0014868
C0015230
C0015256
C0015300
C0015371
C0015376
C0015393
C0015395
C0015397
C0015402
C0015403
C0015408
C0015423
C0015459
C0015467
C0015468
C0015469
C0015544
C0015556
C0015624
C0015645
C0015663
C0015672
C0015674
C0015726
C0015732
C0015802
C0015806
C0015923
C0015927
C0015930
C0015944
C0015967
C0016045
C0016053
C0016059
C0016167
C0016169
C0016199
C0016204
C0016242
C0016382
C0016385
C0016397
C0016412
C0016436
C0016470
C0016479
C0016506
C0016542
C0016579
C0016655
C0016658
C0016664
C0016665
C0016689
C0016770
C0016977
C0017086
C0017152
C0017155
C0017160
C0017168
C0017178
C0017181
C0017185
C0017409
C0017563
C0017565
C0017566
C0017567
C0017572
C0017574
C0017601
C0017605
C0017612
C0017636
C0017658
C0017665
C0017668
C0017672
C0017675
C0017979
C0018021
C0018081
C0018099
C0018129
C0018133
C0018188
C0018213
C0018235
C0018378
C0018418
C0018482
C0018500
C0018520
C0018524
C0018564
C0018621
C0018674
C0018681
C0018784
C0018790
C0018799
C0018800
C0018801
C0018802
C0018805
C0018808
C0018813
C0018816
C0018817
C0018818
C0018821
C0018824
C0018843
C0018916
C0018923
C0018924
C0018926
C0018932
C0018939
C0018944
C0018946
C0018949
C0018965
C0018979
C0018989
C0018991
C0018994
C0019004
C0019048
C0019054
C0019061
C0019064
C0019065
C0019079
C0019080
C0019087
C0019112
C0019123
C0019147
C0019151
C0019156
C0019158
C0019159
C0019163
C0019189
C0019193
C0019196
C0019209
C0019212
C0019214
C0019243
C0019270
C0019284
C0019294
C0019322
C0019342
C0019348
C0019357
C0019360
C0019364
C0019372
C0019385
C0019521
C0019555
C0019557
C0019572
C0019621
C0019655
C0019829
C0019872
C0019917
C0019937
C0020039
C0020162
C0020175
C0020255
C0020295
C0020428
C0020433
C0020437
C0020438
C0020440
C0020443
C0020452
C0020453
C0020455
C0020456
C0020457
C0020458
C0020459
C0020461
C0020473
C0020488
C0020502
C0020503
C0020505
C0020507
C0020510
C0020514
C0020517
C0020522
C0020523
C0020534
C0020538
C0020540
C0020541
C0020542
C0020544
C0020546
C0020550
C0020555
C0020557
C0020564
C0020578
C0020580
C0020581
C0020598
C0020615
C0020617
C0020619
C0020620
C0020621
C0020624
C0020625
C0020626
C0020635
C0020639
C0020641
C0020649
C0020651
C0020672
C0020676
C0020678
C0020683
C0020699
C0020903
C0021051
C0021053
C0021079
C0021092
C0021099
C0021122
C0021141
C0021167
C0021177
C0021294
C0021296
C0021308
C0021313
C0021342
C0021345
C0021359
C0021368
C0021390
C0021400
C0021446
C0021655
C0021670
C0021775
C0021807
C0021818
C0021833
C0021843
C0021845
C0021847
C0021931
C0022073
C0022081
C0022104
C0022107
C0022116
C0022281
C0022346
C0022353
C0022354
C0022361
C0022362
C0022408
C0022410
C0022568
C0022572
C0022602
C0022603
C0022638
C0022656
C0022658
C0022660
C0022665
C0022667
C0022729
C0022821
C0022876
C0022893
C0022904
C0022951
C0023052
C0023055
C0023066
C0023067
C0023182
C0023186
C0023211
C0023212
C0023241
C0023283
C0023380
C0023418
C0023434
C0023448
C0023449
C0023467
C0023473
C0023480
C0023484
C0023501
C0023510
C0023518
C0023524
C0023530
C0023646
C0023798
C0023860
C0023885
C0023890
C0023895
C0023896
C0023903
C0023911
C0023976
C0024050
C0024103
C0024110
C0024115
C0024117
C0024121
C0024128
C0024137
C0024141
C0024143
C0024198
C0024205
C0024228
C0024236
C0024248
C0024282
C0024291
C0024299
C0024305
C0024312
C0024314
C0024437
C0024440
C0024473
C0024523
C0024530
C0024623
C0024633
C0024790
C0024894
C0024899
C0024902
C0024904
C0025007
C0025062
C0025063
C0025064
C0025115
C0025160
C0025202
C0025218
C0025222
C0025274
C0025281
C0025286
C0025287
C0025289
C0025290
C0025293
C0025297
C0025306
C0025319
C0025320
C0025322
C0025323
C0025345
C0025362
C0025517
C0025637
C0025874
C0025958
C0026113
C0026205
C0026265
C0026266
C0026267
C0026269
C0026603
C0026636
C0026650
C0026718
C0026764
C0026766
C0026769
C0026826
C0026827
C0026837
C0026838
C0026846
C0026848
C0026857
C0026858
C0026884
C0026896
C0026916
C0026918
C0026919
C0026946
C0026961
C0026975
C0026976
C0026986
C0026987
C0027022
C0027051
C0027059
C0027066
C0027073
C0027080
C0027092
C0027121
C0027125
C0027145
C0027339
C0027343
C0027404
C0027424
C0027429
C0027430
C0027441
C0027497
C0027531
C0027540
C0027543
C0027562
C0027609
C0027627
C0027651
C0027695
C0027697
C0027709
C0027719
C0027726
C0027765
C0027769
C0027796
C0027813
C0027822
C0027849
C0027868
C0027932
C0027947
C0027962
C0028043
C0028077
C0028081
C0028084
C0028242
C0028259
C0028432
C0028734
C0028738
C0028754
C0028768
C0028778
C0028840
C0028850
C0028866
C0028961
C0029089
C0029118
C0029124
C0029134
C0029163
C0029191
C0029221
C0029261
C0029400
C0029408
C0029429
C0029442
C0029443
C0029445
C0029453
C0029456
C0029464
C0029878
C0029882
C0029883
C0029927
C0029928
C0029936
C0029944
C0030193
C0030196
C0030232
C0030252
C0030286
C0030293
C0030297
C0030305
C0030312
C0030318
C0030319
C0030326
C0030353
C0030409
C0030443
C0030446
C0030469
C0030472
C0030486
C0030508
C0030517
C0030552
C0030554
C0030567
C0030578
C0030583
C0030662
C0030783
C0030785
C0030794
C0030805
C0030807
C0030846
C0030920
C0030922
C0030925
C0031037
C0031039
C0031046
C0031048
C0031090
C0031111
C0031117
C0031154
C0031212
C0031256
C0031345
C0031350
C0031542
C0031924
C0032002
C0032019
C0032045
C0032131
C0032134
C0032227
C0032231
C0032269
C0032285
C0032290
C0032300
C0032302
C0032308
C0032310
C0032320
C0032326
C0032343
C0032460
C0032461
C0032463
C0032519
C0032533
C0032584
C0032617
C0032633
C0032739
C0032768
C0032776
C0032797
C0032914
C0032961
C0032987
C0033036
C0033046
C0033117
C0033246
C0033575
C0033581
C0033687
C0033700
C0033771
C0033774
C0033775
C0033777
C0033817
C0033845
C0033860
C0033893
C0033931
C0033949
C0033975
C0034063
C0034065
C0034067
C0034069
C0034074
C0034088
C0034124
C0034150
C0034152
C0034155
C0034186
C0034194
C0034212
C0034359
C0034372
C0034530
C0034544
C0034628
C0034642
C0034735
C0034880
C0034886
C0034887
C0034888
C0034902
C0034933
C0034935
C0034951
C0034991
C0035021
C0035067
C0035078
C0035085
C0035126
C0035204
C0035222
C0035232
C0035235
C0035243
C0035258
C0035273
C0035302
C0035304
C0035305
C0035309
C0035317
C0035320
C0035321
C0035326
C0035328
C0035333
C0035334
C0035344
C0035410
C0035436
C0035455
C0035460
C0035508
C0035522
C0035579
C0035854
C0035869
C0036093
C0036117
C0036130
C0036202
C0036220
C0036337
C0036341
C0036358
C0036396
C0036439
C0036502
C0036508
C0036572
C0036651
C0036689
C0036749
C0036830
C0036974
C0036980
C0036982
C0036983
C0037023
C0037036
C0037052
C0037188
C0037195
C0037199
C0037274
C0037278
C0037284
C0037286
C0037293
C0037299
C0037301
C0037304
C0037315
C0037320
C0037383
C0037384
C0037578
C0037672
C0037763
C0037822
C0037926
C0037928
C0037929
C0037930
C0037933
C0037995
C0037997
C0037998
C0038000
C0038002
C0038012
C0038013
C0038017
C0038034
C0038160
C0038166
C0038218
C0038220
C0038238
C0038273
C0038325
C0038353
C0038354
C0038358
C0038362
C0038363
C0038379
C0038395
C0038435
C0038436
C0038450
C0038454
C0038463
C0038525
C0038536
C0038587
C0038663
C0038732
C0038814
C0038826
C0038833
C0038903
C0038941
C0038986
C0038999
C0039070
C0039075
C0039103
C0039128
C0039231
C0039239
C0039240
C0039242
C0039437
C0039446
C0039496
C0039503
C0039504
C0039520
C0039584
C0039591
C0039621
C0039971
C0040034
C0040046
C0040053
C0040127
C0040128
C0040136
C0040147
C0040185
C0040188
C0040247
C0040252
C0040259
C0040261
C0040264
C0040329
C0040409
C0040412
C0040423
C0040425
C0040434
C0040435
C0040441
C0040460
C0040479
C0040485
C0040517
C0040580
C0040583
C0040586
C0040797
C0040809
C0040822
C0040953
C0040961
C0040997
C0041105
C0041296
C0041309
C0041312
C0041316
C0041318
C0041325
C0041326
C0041349
C0041364
C0041582
C0041657
C0041667
C0041747
C0041834
C0041909
C0041912
C0041956
C0041974
C0042018
C0042023
C0042024
C0042029
C0042035
C0042075
C0042109
C0042133
C0042134
C0042164
C0042251
C0042345
C0042373
C0042384
C0042487
C0042510
C0042514
C0042568
C0042571
C0042594
C0042693
C0042721
C0042749
C0042769
C0042847
C0042850
C0042870
C0042880
C0042900
C0042903
C0042907
C0042909
C0042928
C0042929
C0042961
C0042963
C0042994
C0042998
C0043049
C0043068
C0043094
C0043096
C0043117
C0043144
C0043241
C0043246
C0043250
C0043252
C0043349
C0043352
C0043387
C0043541
C0078911
C0079035
C0079102
C0079293
C0079487
C0079731
C0079744
C0079924
C0079989
C0080178
C0080179
C0080194
C0080203
C0080233
C0080274
C0085074
C0085077
C0085082
C0085083
C0085084
C0085096
C0085109
C0085129
C0085160
C0085166
C0085207
C0085220
C0085222
C0085271
C0085293
C0085298
C0085383
C0085395
C0085407
C0085434
C0085435
C0085436
C0085437
C0085569
C0085576
C0085577
C0085580
C0085583
C0085584
C0085593
C0085602
C0085605
C0085606
C0085610
C0085612
C0085614
C0085615
C0085616
C0085617
C0085619
C0085622
C0085623
C0085624
C0085628
C0085631
C0085632
C0085633
C0085635
C0085636
C0085637
C0085639
C0085641
C0085642
C0085648
C0085649
C0085650
C0085652
C0085653
C0085655
C0085661
C0085669
C0085679
C0085680
C0085681
C0085682
C0085688
C0085692
C0085694
C0085697
C0085699
C0085702
C0085762
C0085932
C0086132
C0086168
C0086438
C0086439
C0086511
C0086543
C0086565
C0086692
C0086769
C0086818
C0149504
C0149507
C0149512
C0149516
C0149520
C0149521
C0149531
C0149651
C0149654
C0149678
C0149707
C0149708
C0149721
C0149722
C0149725
C0149726
C0149732
C0149736
C0149745
C0149770
C0149771
C0149778
C0149782
C0149793
C0149801
C0149836
C0149854
C0149870
C0149871
C0149904
C0149925
C0149931
C0149940
C0149958
C0149978
C0150045
C0150450
C0151190
C0151205
C0151281
C0151311
C0151313
C0151463
C0151464
C0151467
C0151468
C0151474
C0151477
C0151478
C0151479
C0151480
C0151490
C0151500
C0151505
C0151514
C0151517
C0151521
C0151526
C0151529
C0151539
C0151541
C0151544
C0151546
C0151555
C0151563
C0151564
C0151571
C0151574
C0151577
C0151578
C0151579
C0151588
C0151594
C0151596
C0151598
C0151599
C0151601
C0151602
C0151603
C0151604
C0151605
C0151609
C0151610
C0151611
C0151614
C0151620
C0151623
C0151625
C0151628
C0151629
C0151632
C0151636
C0151649
C0151650
C0151662
C0151664
C0151665
C0151683
C0151685
C0151686
C0151691
C0151692
C0151693
C0151698
C0151699
C0151701
C0151702
C0151705
C0151713
C0151714
C0151717
C0151718
C0151723
C0151726
C0151730
C0151734
C0151735
C0151738
C0151740
C0151744
C0151747
C0151763
C0151766
C0151767
C0151772
C0151785
C0151786
C0151788
C0151795
C0151798
C0151799
C0151814
C0151815
C0151818
C0151821
C0151824
C0151825
C0151827
C0151828
C0151830
C0151872
C0151878
C0151879
C0151888
C0151889
C0151892
C0151904
C0151905
C0151907
C0151908
C0151923
C0151924
C0151934
C0151936
C0151937
C0151942
C0151945
C0151946
C0151966
C0151970
C0151971
C0151994
C0152010
C0152013
C0152018
C0152021
C0152025
C0152026
C0152027
C0152029
C0152030
C0152031
C0152032
C0152081
C0152128
C0152154
C0152169
C0152173
C0152198
C0152227
C0152413
C0152445
C0152459
C0152517
C0152915
C0152964
C0152965
C0152972
C0153252
C0153349
C0153567
C0153601
C0153619
C0153685
C0153690
C0154723
C0154769
C0154822
C0154833
C0154933
C0155002
C0155003
C0155018
C0155118
C0155169
C0155177
C0155216
C0155303
C0155305
C0155320
C0155365
C0155503
C0155540
C0155616
C0155626
C0155760
C0155765
C0155773
C0155789
C0155840
C0155862
C0155870
C0155919
C0156185
C0156273
C0156308
C0156312
C0156404
C0156543
C0158252
C0158266
C0158280
C0158281
C0158328
C0158986
C0159020
C0159028
C0159066
C0159076
C0159321
C0159658
C0159849
C0159877
C0160345
C0160390
C0160420
C0161398
C0161479
C0161801
C0161802
C0162119
C0162275
C0162279
C0162281
C0162283
C0162285
C0162286
C0162287
C0162291
C0162297
C0162298
C0162316
C0162323
C0162429
C0162529
C0162557
C0162563
C0162565
C0162627
C0162671
C0162678
C0162770
C0162830
C0162834
C0177646
C0178264
C0178282
C0178415
C0178879
C0185216
C0185773
C0186193
C0186321
C0186662
C0186666
C0187064
C0187769
C0188413
C0188602
C0189477
C0189817
C0190173
C0190979
C0192389
C0192881
C0194790
C0194810
C0195775
C0196576
C0199962
C0201889
C0204147
C0204324
C0205204
C0205929
C0205945
C0206061
C0206062
C0206063
C0206160
C0206504
C0206633
C0206667
C0206695
C0206698
C0206754
C0220650
C0220654
C0220981
C0220982
C0220983
C0220994
C0221002
C0221021
C0221046
C0221100
C0221150
C0221155
C0221165
C0221166
C0221185
C0221201
C0221203
C0221204
C0221230
C0221237
C0221239
C0221242
C0221244
C0221245
C0221277
C0221333
C0221345
C0221395
C0221406
C0221470
C0221706
C0221707
C0221714
C0221725
C0221727
C0221738
C0221742
C0221743
C0221745
C0221752
C0221773
C0221776
C0221780
C0227791
C0231170
C0231218
C0231254
C0231255
C0231341
C0231441
C0231451
C0231471
C0231528
C0231529
C0231530
C0231557
C0231592
C0231807
C0231835
C0231837
C0231856
C0231919
C0232197
C0232201
C0232208
C0232352
C0232409
C0232431
C0232461
C0232462
C0232487
C0232492
C0232495
C0232498
C0232602
C0232720
C0232726
C0232766
C0232841
C0232849
C0232910
C0232943
C0233401
C0233407
C0233414
C0233415
C0233459
C0233467
C0233469
C0233471
C0233472
C0233477
C0233479
C0233488
C0233494
C0233514
C0233519
C0233523
C0233528
C0233565
C0233612
C0233632
C0233651
C0233652
C0233657
C0233681
C0233718
C0233754
C0233762
C0233763
C0233767
C0233773
C0233794
C0233795
C0233818
C0233844
C0233973
C0234022
C0234047
C0234119
C0234131
C0234144
C0234146
C0234162
C0234192
C0234215
C0234233
C0234376
C0234378
C0234387
C0234458
C0234535
C0234542
C0234543
C0234544
C0234547
C0234632
C0234656
C0234708
C0234894
C0234913
C0234916
C0234918
C0234930
C0234952
C0234953
C0234962
C0234974
C0234979
C0234987
C0235002
C0235013
C0235025
C0235031
C0235032
C0235063
C0235065
C0235074
C0235086
C0235113
C0235146
C0235195
C0235218
C0235222
C0235234
C0235259
C0235260
C0235266
C0235270
C0235280
C0235312
C0235315
C0235324
C0235325
C0235329
C0235351
C0235378
C0235409
C0235416
C0235431
C0235433
C0235437
C0235453
C0235472
C0235475
C0235490
C0235522
C0235546
C0235560
C0235567
C0235574
C0235620
C0235639
C0235653
C0235660
C0235678
C0235710
C0235744
C0235746
C0235761
C0235768
C0235777
C0235804
C0235807
C0235812
C0235821
C0235827
C0235834
C0235843
C0235844
C0235857
C0235874
C0235880
C0235884
C0235896
C0235912
C0235917
C0235925
C0235927
C0235942
C0235946
C0235950
C0235957
C0235969
C0235974
C0235980
C0235984
C0235996
C0236000
C0236013
C0236018
C0236024
C0236048
C0236053
C0236065
C0236068
C0236071
C0236073
C0236075
C0236124
C0236151
C0236171
C0236178
C0236663
C0236788
C0237123
C0237314
C0237326
C0237849
C0237938
C0238097
C0238106
C0238113
C0238124
C0238154
C0238198
C0238217
C0238246
C0238298
C0238309
C0238425
C0238436
C0238454
C0238461
C0238462
C0238463
C0238621
C0238729
C0238775
C0238792
C0238874
C0239062
C0239093
C0239134
C0239233
C0239234
C0239293
C0239295
C0239296
C0239337
C0239454
C0239471
C0239725
C0239729
C0239739
C0239779
C0239783
C0239935
C0239940
C0239946
C0239978
C0239981
C0240059
C0240066
C0240211
C0240225
C0240322
C0240417
C0240515
C0240611
C0240671
C0240717
C0240735
C0241012
C0241013
C0241057
C0241060
C0241069
C0241136
C0241157
C0241166
C0241228
C0241235
C0241237
C0241254
C0241266
C0241310
C0241424
C0241558
C0241669
C0241697
C0241698
C0241705
C0241706
C0241729
C0241742
C0241832
C0241910
C0241934
C0241950
C0242073
C0242172
C0242184
C0242225
C0242231
C0242301
C0242339
C0242350
C0242362
C0242363
C0242379
C0242420
C0242422
C0242453
C0242461
C0242490
C0242528
C0242656
C0242698
C0242707
C0242784
C0242891
C0242966
C0242973
C0242979
C0243001
C0243026
C0243065
C0259749
C0259768
C0259799
C0259817
C0260662
C0262374
C0262380
C0262385
C0262393
C0262397
C0262414
C0262431
C0262469
C0262493
C0262544
C0262593
C0262613
C0262666
C0262918
C0262923
C0262977
C0262985
C0262988
C0263105
C0263109
C0263338
C0263540
C0263634
C0263888
C0263912
C0264267
C0264292
C0264309
C0264383
C0264490
C0264492
C0264523
C0264545
C0264588
C0264686
C0264714
C0264716
C0264733
C0264734
C0264878
C0264879
C0264886
C0264893
C0264906
C0264909
C0265004
C0265031
C0265050
C0265101
C0265736
C0265783
C0266316
C0266963
C0267028
C0267033
C0267055
C0267158
C0267166
C0267176
C0267211
C0267356
C0267373
C0267410
C0267412
C0267465
C0267491
C0267596
C0267613
C0267716
C0267756
C0267792
C0267797
C0267821
C0267834
C0267925
C0267940
C0267941
C0267953
C0268000
C0268379
C0268407
C0268732
C0268919
C0268948
C0269002
C0269596
C0269661
C0269993
C0270549
C0270611
C0270612
C0270629
C0270639
C0270685
C0270736
C0270790
C0270795
C0270810
C0270844
C0270846
C0270921
C0270922
C0270934
C0270971
C0270996
C0271051
C0271202
C0271211
C0271240
C0271321
C0271355
C0271412
C0271429
C0271468
C0271623
C0271650
C0271738
C0271899
C0272126
C0272285
C0272315
C0272380
C0272386
C0272396
C0272416
C0272426
C0272774
C0273058
C0273115
C0273482
C0273545
C0274435
C0274702
C0274714
C0275708
C0275904
C0275982
C0276089
C0276143
C0276226
C0276252
C0276253
C0276447
C0276648
C0276687
C0276688
C0276721
C0276758
C0276908
C0277585
C0277638
C0277883
C0277884
C0277885
C0277888
C0277889
C0277890
C0277899
C0277925
C0278008
C0278016
C0278045
C0278106
C0278107
C0278134
C0278151
C0278488
C0278493
C0278678
C0278701
C0278863
C0279565
C0279626
C0280249
C0280313
C0280803
C0281361
C0281774
C0281778
C0281839
C0281913
C0281964
C0281980
C0281981
C0281982
C0282005
C0282193
C0282350
C0302467
C0302507
C0302592
C0302809
C0302858
C0311277
C0311386
C0311394
C0311468
C0312420
C0314719
C0332534
C0332544
C0332563
C0332573
C0332579
C0332601
C0332687
C0333139
C0333222
C0333271
C0333274
C0333291
C0333355
C0333516
C0333559
C0333641
C0334044
C0334634
C0337629
C0338106
C0338451
C0338573
C0338575
C0338591
C0338831
C0339143
C0339293
C0339383
C0339434
C0339478
C0339807
C0339916
C0339961
C0340278
C0340279
C0340464
C0340515
C0340517
C0340529
C0340530
C0340608
C0340643
C0340654
C0340726
C0340770
C0340861
C0340865
C0340909
C0341010
C0341012
C0341106
C0341163
C0341164
C0341245
C0341335
C0341503
C0341512
C0341562
C0341702
C0341750
C0342257
C0342388
C0342406
C0342579
C0342592
C0342649
C0342951
C0342952
C0343026
C0343052
C0343084
C0343243
C0343361
C0343378
C0343386
C0343863
C0343886
C0343900
C0344232
C0344315
C0344357
C0345326
C0345904
C0345996
C0346976
C0346977
C0346979
C0347390
C0347944
C0349231
C0349410
C0349453
C0349702
C0349705
C0349725
C0349782
C0376175
C0376288
C0376297
C0376358
C0376545
C0391870
C0391996
C0392106
C0392156
C0392163
C0392167
C0392175
C0392185
C0392188
C0392196
C0392378
C0392386
C0392519
C0392525
C0392534
C0392548
C0392620
C0392676
C0392699
C0393571
C0393593
C0393760
C0393761
C0393819
C0395005
C0396006
C0398370
C0398795
C0399459
C0399461
C0400821
C0400823
C0400839
C0400843
C0400877
C0400930
C0403592
C0403632
C0403645
C0403673
C0403701
C0404521
C0405479
C0406458
C0406484
C0406650
C0406834
C0407713
C0409497
C0410000
C0410256
C0410740
C0410919
C0413252
C0421207
C0422974
C0422980
C0423006
C0423086
C0423281
C0423285
C0423428
C0423602
C0423673
C0423690
C0423729
C0423791
C0423798
C0423847
C0424000
C0424024
C0424091
C0424109
C0424230
C0424295
C0424296
C0424448
C0424489
C0424551
C0424605
C0424786
C0424810
C0425083
C0425492
C0426498
C0426597
C0426636
C0426732
C0426747
C0427055
C0427160
C0427457
C0427458
C0427564
C0428895
C0428908
C0428974
C0428977
C0429028
C0429059
C0432487
C0433445
C0435001
C0435002
C0435630
C0435632
C0436503
C0438142
C0438167
C0438173
C0438215
C0438216
C0438217
C0438237
C0438242
C0438624
C0438717
C0439857
C0442856
C0455204
C0455769
C0455899
C0455995
C0456511
C0456909
C0458219
C0458247
C0459435
C0460048
C0472369
C0472377
C0472387
C0473117
C0473120
C0473124
C0473311
C0474378
C0474381
C0474408
C0474454
C0475319
C0475765
C0475858
C0476089
C0476254
C0476273
C0476280
C0476281
C0476369
C0476403
C0476405
C0476414
C0481667
C0494165
C0494475
C0494491
C0494559
C0496899
C0496901
C0497156
C0497201
C0497247
C0497327
C0497365
C0497481
C0518015
C0518084
C0518988
C0519030
C0520463
C0520477
C0520532
C0520547
C0520558
C0520560
C0520562
C0520564
C0520575
C0520587
C0520588
C0520589
C0520599
C0520676
C0520723
C0520724
C0520743
C0520745
C0520757
C0520758
C0520804
C0520821
C0520837
C0520854
C0520861
C0520863
C0520869
C0520886
C0520887
C0520888
C0520933
C0520966
C0521008
C0521158
C0521161
C0521169
C0521170
C0521172
C0521210
C0521464
C0521465
C0521471
C0521476
C0521478
C0521481
C0521490
C0521491
C0521495
C0521496
C0521498
C0521500
C0521508
C0521509
C0521510
C0521530
C0521540
C0521541
C0521591
C0521592
C0521618
C0521620
C0521839
C0521845
C0521854
C0521987
C0522042
C0522055
C0522063
C0522067
C0522165
C0522171
C0522172
C0522178
C0522182
C0522224
C0522248
C0522251
C0522351
C0524620
C0524851
C0524909
C0524910
C0525045
C0541772
C0541782
C0541798
C0541813
C0541829
C0541832
C0541923
C0541941
C0542007
C0542008
C0542027
C0542044
C0542120
C0542127
C0542189
C0542313
C0542518
C0542571
C0543421
C0543467
C0544618
C0546343
C0546817
C0546884
C0546947
C0546956
C0546959
C0547000
C0549124
C0549201
C0549209
C0549225
C0549229
C0549249
C0549253
C0549262
C0549264
C0549288
C0549297
C0549315
C0549357
C0549369
C0549371
C0549373
C0549385
C0549391
C0549393
C0549395
C0549396
C0549397
C0549399
C0549405
C0549410
C0549418
C0549419
C0549430
C0549448
C0549453
C0549475
C0549478
C0549536
C0549567
C0549622
C0549634
C0553576
C0553681
C0553686
C0553692
C0553698
C0553723
C0553730
C0553732
C0554976
C0555120
C0555358
C0555724
C0555971
C0558142
C0558148
C0558348
C0558401
C0558489
C0558919
C0559031
C0559546
C0559892
C0559902
C0559938
C0560024
C0562102
C0563238
C0563560
C0564622
C0566951
C0567085
C0574785
C0574960
C0575081
C0575090
C0575157
C0576091
C0576481
C0576995
C0577053
C0577066
C0577559
C0577618
C0577627
C0577659
C0577662
C0577730
C0577822
C0577866
C0578050
C0578455
C0578870
C0580316
C0580317
C0580412
C0580413
C0580417
C0580531
C0580546
C0580555
C0581395
C0586557
C0586683
C0587094
C0595862
C0595877
C0595878
C0595883
C0595900
C0595902
C0595916
C0595928
C0595930
C0595939
C0596170
C0596240
C0596793
C0597457
C0600104
C0600125
C0600142
C0600177
C0600228
C0600260
C0600327
C0677658
C0679048
C0679254
C0679362
C0679401
C0679403
C0679429
C0684256
C0684275
C0684550
C0686347
C0686377
C0687133
C0687140
C0687148
C0687707
C0687713
C0699744
C0699828
